"Estado","Ano","Tipo","Mes","value"
"Zacatecas","2012","Hombres","Ene",65
"Total","2012","Hombres","Ene",9680
"Aguascalientes","2013","Hombres","Ene",59
"BajaCalifornia","2013","Hombres","Ene",0
"BajaCaliforniaSur","2013","Hombres","Ene",0
"Campeche","2013","Hombres","Ene",0
"Coahuila","2013","Hombres","Ene",2
"Colima","2013","Hombres","Ene",527
"Chiapas","2013","Hombres","Ene",14
"Chihuahua","2013","Hombres","Ene",4
"DistritoFederal","2013","Hombres","Ene",18
"Durango","2013","Hombres","Ene",148
"Guanajuato","2013","Hombres","Ene",699
"Guerrero","2013","Hombres","Ene",2370
"Hidalgo","2013","Hombres","Ene",2
"Jalisco","2013","Hombres","Ene",1915
"Mexico","2013","Hombres","Ene",260
"Michoacan","2013","Hombres","Ene",1269
"Morelos","2013","Hombres","Ene",901
"Nayarit","2013","Hombres","Ene",552
"NuevoLeon","2013","Hombres","Ene",0
"Oaxaca","2013","Hombres","Ene",158
"Puebla","2013","Hombres","Ene",513
"Queretaro","2013","Hombres","Ene",164
"QuintanaRoo","2013","Hombres","Ene",5
"SanLuisPotosi","2013","Hombres","Ene",6
"Sinaloa","2013","Hombres","Ene",248
"Sonora","2013","Hombres","Ene",71
"Tabasco","2013","Hombres","Ene",0
"Tamaulipas","2013","Hombres","Ene",5
"Tlaxcala","2013","Hombres","Ene",1
"Veracruz","2013","Hombres","Ene",4
"Yucatan","2013","Hombres","Ene",0
"Zacatecas","2013","Hombres","Ene",71
"Total","2013","Hombres","Ene",9986
"Aguascalientes","2003","Mujeres","Ene",39
"BajaCalifornia","2003","Mujeres","Ene",1
"BajaCaliforniaSur","2003","Mujeres","Ene",2
"Campeche","2003","Mujeres","Ene",2
"Coahuila","2003","Mujeres","Ene",0
"Colima","2003","Mujeres","Ene",378
"Chiapas","2003","Mujeres","Ene",7
"Chihuahua","2003","Mujeres","Ene",6
"DistritoFederal","2003","Mujeres","Ene",9
"Durango","2003","Mujeres","Ene",87
"Guanajuato","2003","Mujeres","Ene",608
"Guerrero","2003","Mujeres","Ene",763
"Hidalgo","2003","Mujeres","Ene",8
"Jalisco","2003","Mujeres","Ene",1698
"Mexico","2003","Mujeres","Ene",131
"Michoacan","2003","Mujeres","Ene",861
"Morelos","2003","Mujeres","Ene",808
"Nayarit","2003","Mujeres","Ene",397
"NuevoLeon","2003","Mujeres","Ene",2
"Oaxaca","2003","Mujeres","Ene",163
"Puebla","2003","Mujeres","Ene",480
"Queretaro","2003","Mujeres","Ene",110
"QuintanaRoo","2003","Mujeres","Ene",1
"SanLuisPotosi","2003","Mujeres","Ene",2
"Sinaloa","2003","Mujeres","Ene",220
"Sonora","2003","Mujeres","Ene",235
"Tabasco","2003","Mujeres","Ene",2
"Tamaulipas","2003","Mujeres","Ene",3
"Tlaxcala","2003","Mujeres","Ene",1
"Veracruz","2003","Mujeres","Ene",5
"Yucatan","2003","Mujeres","Ene",1
"Zacatecas","2003","Mujeres","Ene",50
"Total","2003","Mujeres","Ene",7080
"Aguascalientes","2004","Mujeres","Ene",14
"BajaCalifornia","2004","Mujeres","Ene",0
"BajaCaliforniaSur","2004","Mujeres","Ene",0
"Campeche","2004","Mujeres","Ene",0
"Coahuila","2004","Mujeres","Ene",5
"Colima","2004","Mujeres","Ene",203
"Chiapas","2004","Mujeres","Ene",8
"Chihuahua","2004","Mujeres","Ene",3
"DistritoFederal","2004","Mujeres","Ene",10
"Durango","2004","Mujeres","Ene",67
"Guanajuato","2004","Mujeres","Ene",431
"Guerrero","2004","Mujeres","Ene",806
"Hidalgo","2004","Mujeres","Ene",4
"Jalisco","2004","Mujeres","Ene",1287
"Mexico","2004","Mujeres","Ene",120
"Michoacan","2004","Mujeres","Ene",523
"Morelos","2004","Mujeres","Ene",484
"Nayarit","2004","Mujeres","Ene",299
"NuevoLeon","2004","Mujeres","Ene",1
"Oaxaca","2004","Mujeres","Ene",116
"Puebla","2004","Mujeres","Ene",336
"Queretaro","2004","Mujeres","Ene",67
"QuintanaRoo","2004","Mujeres","Ene",1
"SanLuisPotosi","2004","Mujeres","Ene",5
"Sinaloa","2004","Mujeres","Ene",162
"Sonora","2004","Mujeres","Ene",49
"Tabasco","2004","Mujeres","Ene",2
"Tamaulipas","2004","Mujeres","Ene",3
"Tlaxcala","2004","Mujeres","Ene",0
"Veracruz","2004","Mujeres","Ene",1
"Yucatan","2004","Mujeres","Ene",0
"Zacatecas","2004","Mujeres","Ene",51
"Total","2004","Mujeres","Ene",5058
"Aguascalientes","2005","Mujeres","Ene",22
"BajaCalifornia","2005","Mujeres","Ene",3
"BajaCaliforniaSur","2005","Mujeres","Ene",1
"Campeche","2005","Mujeres","Ene",5
"Coahuila","2005","Mujeres","Ene",2
"Colima","2005","Mujeres","Ene",302
"Chiapas","2005","Mujeres","Ene",9
"Chihuahua","2005","Mujeres","Ene",2
"DistritoFederal","2005","Mujeres","Ene",16
"Durango","2005","Mujeres","Ene",106
"Guanajuato","2005","Mujeres","Ene",475
"Guerrero","2005","Mujeres","Ene",906
"Hidalgo","2005","Mujeres","Ene",3
"Jalisco","2005","Mujeres","Ene",1301
"Mexico","2005","Mujeres","Ene",137
"Michoacan","2005","Mujeres","Ene",621
"Morelos","2005","Mujeres","Ene",517
"Nayarit","2005","Mujeres","Ene",272
"NuevoLeon","2005","Mujeres","Ene",2
"Oaxaca","2005","Mujeres","Ene",99
"Puebla","2005","Mujeres","Ene",390
"Queretaro","2005","Mujeres","Ene",101
"QuintanaRoo","2005","Mujeres","Ene",4
"SanLuisPotosi","2005","Mujeres","Ene",6
"Sinaloa","2005","Mujeres","Ene",143
"Sonora","2005","Mujeres","Ene",44
"Tabasco","2005","Mujeres","Ene",0
"Tamaulipas","2005","Mujeres","Ene",7
"Tlaxcala","2005","Mujeres","Ene",0
"Veracruz","2005","Mujeres","Ene",5
"Yucatan","2005","Mujeres","Ene",2
"Zacatecas","2005","Mujeres","Ene",50
"Total","2005","Mujeres","Ene",5553
"Aguascalientes","2006","Mujeres","Ene",48
"BajaCalifornia","2006","Mujeres","Ene",6
"BajaCaliforniaSur","2006","Mujeres","Ene",1
"Campeche","2006","Mujeres","Ene",0
"Coahuila","2006","Mujeres","Ene",1
"Colima","2006","Mujeres","Ene",420
"Chiapas","2006","Mujeres","Ene",13
"Chihuahua","2006","Mujeres","Ene",7
"DistritoFederal","2006","Mujeres","Ene",20
"Durango","2006","Mujeres","Ene",99
"Guanajuato","2006","Mujeres","Ene",1063
"Guerrero","2006","Mujeres","Ene",1421
"Hidalgo","2006","Mujeres","Ene",7
"Jalisco","2006","Mujeres","Ene",1932
"Mexico","2006","Mujeres","Ene",172
"Michoacan","2006","Mujeres","Ene",1059
"Morelos","2006","Mujeres","Ene",912
"Nayarit","2006","Mujeres","Ene",325
"NuevoLeon","2006","Mujeres","Ene",1
"Oaxaca","2006","Mujeres","Ene",209
"Puebla","2006","Mujeres","Ene",645
"Queretaro","2006","Mujeres","Ene",123
"QuintanaRoo","2006","Mujeres","Ene",2
"SanLuisPotosi","2006","Mujeres","Ene",9
"Sinaloa","2006","Mujeres","Ene",159
"Sonora","2006","Mujeres","Ene",50
"Tabasco","2006","Mujeres","Ene",1
"Tamaulipas","2006","Mujeres","Ene",6
"Tlaxcala","2006","Mujeres","Ene",1
"Veracruz","2006","Mujeres","Ene",7
"Yucatan","2006","Mujeres","Ene",4
"Zacatecas","2006","Mujeres","Ene",99
"Total","2006","Mujeres","Ene",8822
"Aguascalientes","2007","Mujeres","Ene",42
"BajaCalifornia","2007","Mujeres","Ene",0
"BajaCaliforniaSur","2007","Mujeres","Ene",3
"Campeche","2007","Mujeres","Ene",3
"Coahuila","2007","Mujeres","Ene",2
"Colima","2007","Mujeres","Ene",348
"Chiapas","2007","Mujeres","Ene",13
"Chihuahua","2007","Mujeres","Ene",9
"DistritoFederal","2007","Mujeres","Ene",14
"Durango","2007","Mujeres","Ene",92
"Guanajuato","2007","Mujeres","Ene",1027
"Guerrero","2007","Mujeres","Ene",1528
"Hidalgo","2007","Mujeres","Ene",3
"Jalisco","2007","Mujeres","Ene",1716
"Mexico","2007","Mujeres","Ene",221
"Michoacan","2007","Mujeres","Ene",872
"Morelos","2007","Mujeres","Ene",1031
"Nayarit","2007","Mujeres","Ene",432
"NuevoLeon","2007","Mujeres","Ene",2
"Oaxaca","2007","Mujeres","Ene",241
"Puebla","2007","Mujeres","Ene",652
"Queretaro","2007","Mujeres","Ene",97
"QuintanaRoo","2007","Mujeres","Ene",1
"SanLuisPotosi","2007","Mujeres","Ene",7
"Sinaloa","2007","Mujeres","Ene",168
"Sonora","2007","Mujeres","Ene",42
"Tabasco","2007","Mujeres","Ene",0
"Tamaulipas","2007","Mujeres","Ene",8
"Tlaxcala","2007","Mujeres","Ene",0
"Veracruz","2007","Mujeres","Ene",9
"Yucatan","2007","Mujeres","Ene",3
"Zacatecas","2007","Mujeres","Ene",76
"Total","2007","Mujeres","Ene",8662
"Aguascalientes","2008","Mujeres","Ene",48
"BajaCalifornia","2008","Mujeres","Ene",1
"BajaCaliforniaSur","2008","Mujeres","Ene",2
"Campeche","2008","Mujeres","Ene",26
"Coahuila","2008","Mujeres","Ene",3
"Colima","2008","Mujeres","Ene",300
"Chiapas","2008","Mujeres","Ene",15
"Chihuahua","2008","Mujeres","Ene",3
"DistritoFederal","2008","Mujeres","Ene",15
"Durango","2008","Mujeres","Ene",87
"Guanajuato","2008","Mujeres","Ene",656
"Guerrero","2008","Mujeres","Ene",1182
"Hidalgo","2008","Mujeres","Ene",8
"Jalisco","2008","Mujeres","Ene",1451
"Mexico","2008","Mujeres","Ene",182
"Michoacan","2008","Mujeres","Ene",810
"Morelos","2008","Mujeres","Ene",773
"Nayarit","2008","Mujeres","Ene",344
"NuevoLeon","2008","Mujeres","Ene",0
"Oaxaca","2008","Mujeres","Ene",198
"Puebla","2008","Mujeres","Ene",389
"Queretaro","2008","Mujeres","Ene",81
"QuintanaRoo","2008","Mujeres","Ene",5
"SanLuisPotosi","2008","Mujeres","Ene",11
"Sinaloa","2008","Mujeres","Ene",135
"Sonora","2008","Mujeres","Ene",52
"Tabasco","2008","Mujeres","Ene",1
"Tamaulipas","2008","Mujeres","Ene",2
"Tlaxcala","2008","Mujeres","Ene",0
"Veracruz","2008","Mujeres","Ene",4
"Yucatan","2008","Mujeres","Ene",2
"Zacatecas","2008","Mujeres","Ene",80
"Total","2008","Mujeres","Ene",6866
"Aguascalientes","2009","Mujeres","Ene",38
"BajaCalifornia","2009","Mujeres","Ene",0
"BajaCaliforniaSur","2009","Mujeres","Ene",4
"Campeche","2009","Mujeres","Ene",2
"Coahuila","2009","Mujeres","Ene",0
"Colima","2009","Mujeres","Ene",320
"Chiapas","2009","Mujeres","Ene",11
"Chihuahua","2009","Mujeres","Ene",4
"DistritoFederal","2009","Mujeres","Ene",12
"Durango","2009","Mujeres","Ene",149
"Guanajuato","2009","Mujeres","Ene",478
"Guerrero","2009","Mujeres","Ene",1157
"Hidalgo","2009","Mujeres","Ene",6
"Jalisco","2009","Mujeres","Ene",1336
"Mexico","2009","Mujeres","Ene",215
"Michoacan","2009","Mujeres","Ene",798
"Morelos","2009","Mujeres","Ene",747
"Nayarit","2009","Mujeres","Ene",438
"NuevoLeon","2009","Mujeres","Ene",0
"Oaxaca","2009","Mujeres","Ene",190
"Puebla","2009","Mujeres","Ene",410
"Queretaro","2009","Mujeres","Ene",70
"QuintanaRoo","2009","Mujeres","Ene",2
"SanLuisPotosi","2009","Mujeres","Ene",5
"Sinaloa","2009","Mujeres","Ene",193
"Sonora","2009","Mujeres","Ene",38
"Tabasco","2009","Mujeres","Ene",2
"Tamaulipas","2009","Mujeres","Ene",4
"Tlaxcala","2009","Mujeres","Ene",1
"Veracruz","2009","Mujeres","Ene",7
"Yucatan","2009","Mujeres","Ene",1
"Zacatecas","2009","Mujeres","Ene",62
"Total","2009","Mujeres","Ene",6700
"Aguascalientes","2010","Mujeres","Ene",30
"BajaCalifornia","2010","Mujeres","Ene",1
"BajaCaliforniaSur","2010","Mujeres","Ene",0
"Campeche","2010","Mujeres","Ene",2
"Coahuila","2010","Mujeres","Ene",1
"Colima","2010","Mujeres","Ene",270
"Chiapas","2010","Mujeres","Ene",18
"Chihuahua","2010","Mujeres","Ene",13
"DistritoFederal","2010","Mujeres","Ene",15
"Durango","2010","Mujeres","Ene",80
"Guanajuato","2010","Mujeres","Ene",430
"Guerrero","2010","Mujeres","Ene",1608
"Hidalgo","2010","Mujeres","Ene",6
"Jalisco","2010","Mujeres","Ene",1275
"Mexico","2010","Mujeres","Ene",192
"Michoacan","2010","Mujeres","Ene",810
"Morelos","2010","Mujeres","Ene",676
"Nayarit","2010","Mujeres","Ene",321
"NuevoLeon","2010","Mujeres","Ene",1
"Oaxaca","2010","Mujeres","Ene",172
"Puebla","2010","Mujeres","Ene",445
"Queretaro","2010","Mujeres","Ene",73
"QuintanaRoo","2010","Mujeres","Ene",1
"SanLuisPotosi","2010","Mujeres","Ene",5
"Sinaloa","2010","Mujeres","Ene",188
"Sonora","2010","Mujeres","Ene",28
"Tabasco","2010","Mujeres","Ene",1
"Tamaulipas","2010","Mujeres","Ene",6
"Tlaxcala","2010","Mujeres","Ene",0
"Veracruz","2010","Mujeres","Ene",6
"Yucatan","2010","Mujeres","Ene",0
"Zacatecas","2010","Mujeres","Ene",53
"Total","2010","Mujeres","Ene",6727
"Aguascalientes","2011","Mujeres","Ene",36
"BajaCalifornia","2011","Mujeres","Ene",5
"BajaCaliforniaSur","2011","Mujeres","Ene",1
"Campeche","2011","Mujeres","Ene",7
"Coahuila","2011","Mujeres","Ene",0
"Colima","2011","Mujeres","Ene",303
"Chiapas","2011","Mujeres","Ene",20
"Chihuahua","2011","Mujeres","Ene",12
"DistritoFederal","2011","Mujeres","Ene",15
"Durango","2011","Mujeres","Ene",102
"Guanajuato","2011","Mujeres","Ene",482
"Guerrero","2011","Mujeres","Ene",1269
"Hidalgo","2011","Mujeres","Ene",0
"Jalisco","2011","Mujeres","Ene",1180
"Mexico","2011","Mujeres","Ene",144
"Michoacan","2011","Mujeres","Ene",602
"Morelos","2011","Mujeres","Ene",609
"Nayarit","2011","Mujeres","Ene",226
"NuevoLeon","2011","Mujeres","Ene",0
"Oaxaca","2011","Mujeres","Ene",149
"Puebla","2011","Mujeres","Ene",350
"Queretaro","2011","Mujeres","Ene",72
"QuintanaRoo","2011","Mujeres","Ene",3
"SanLuisPotosi","2011","Mujeres","Ene",6
"Sinaloa","2011","Mujeres","Ene",161
"Sonora","2011","Mujeres","Ene",31
"Tabasco","2011","Mujeres","Ene",1
"Tamaulipas","2011","Mujeres","Ene",4
"Tlaxcala","2011","Mujeres","Ene",1
"Veracruz","2011","Mujeres","Ene",4
"Yucatan","2011","Mujeres","Ene",4
"Zacatecas","2011","Mujeres","Ene",64
"Total","2011","Mujeres","Ene",5863
"Aguascalientes","2012","Mujeres","Ene",61
"BajaCalifornia","2012","Mujeres","Ene",1
"BajaCaliforniaSur","2012","Mujeres","Ene",1
"Campeche","2012","Mujeres","Ene",1
"Coahuila","2012","Mujeres","Ene",1
"Colima","2012","Mujeres","Ene",390
"Chiapas","2012","Mujeres","Ene",15
"Chihuahua","2012","Mujeres","Ene",5
"DistritoFederal","2012","Mujeres","Ene",13
"Durango","2012","Mujeres","Ene",194
"Guanajuato","2012","Mujeres","Ene",1099
"Guerrero","2012","Mujeres","Ene",2114
"Hidalgo","2012","Mujeres","Ene",5
"Jalisco","2012","Mujeres","Ene",1778
"Mexico","2012","Mujeres","Ene",307
"Michoacan","2012","Mujeres","Ene",1123
"Morelos","2012","Mujeres","Ene",1043
"Nayarit","2012","Mujeres","Ene",500
"NuevoLeon","2012","Mujeres","Ene",2
"Oaxaca","2012","Mujeres","Ene",216
"Puebla","2012","Mujeres","Ene",492
"Queretaro","2012","Mujeres","Ene",133
"QuintanaRoo","2012","Mujeres","Ene",6
"SanLuisPotosi","2012","Mujeres","Ene",10
"Sinaloa","2012","Mujeres","Ene",195
"Sonora","2012","Mujeres","Ene",97
"Tabasco","2012","Mujeres","Ene",3
"Tamaulipas","2012","Mujeres","Ene",5
"Tlaxcala","2012","Mujeres","Ene",4
"Veracruz","2012","Mujeres","Ene",7
"Yucatan","2012","Mujeres","Ene",3
"Zacatecas","2012","Mujeres","Ene",84
"Total","2012","Mujeres","Ene",9908
"Aguascalientes","2013","Mujeres","Ene",39
"BajaCalifornia","2013","Mujeres","Ene",1
"BajaCaliforniaSur","2013","Mujeres","Ene",3
"Campeche","2013","Mujeres","Ene",2
"Coahuila","2013","Mujeres","Ene",2
"Colima","2013","Mujeres","Ene",385
"Chiapas","2013","Mujeres","Ene",20
"Chihuahua","2013","Mujeres","Ene",8
"DistritoFederal","2013","Mujeres","Ene",19
"Durango","2013","Mujeres","Ene",156
"Guanajuato","2013","Mujeres","Ene",839
"Guerrero","2013","Mujeres","Ene",2228
"Hidalgo","2013","Mujeres","Ene",6
"Jalisco","2013","Mujeres","Ene",1551
"Mexico","2013","Mujeres","Ene",459
"Michoacan","2013","Mujeres","Ene",1210
"Morelos","2013","Mujeres","Ene",868
"Nayarit","2013","Mujeres","Ene",437
"NuevoLeon","2013","Mujeres","Ene",2
"Oaxaca","2013","Mujeres","Ene",234
"Puebla","2013","Mujeres","Ene",613
"Queretaro","2013","Mujeres","Ene",159
"QuintanaRoo","2013","Mujeres","Ene",6
"SanLuisPotosi","2013","Mujeres","Ene",6
"Sinaloa","2013","Mujeres","Ene",268
"Sonora","2013","Mujeres","Ene",88
"Tabasco","2013","Mujeres","Ene",3
"Tamaulipas","2013","Mujeres","Ene",10
"Tlaxcala","2013","Mujeres","Ene",0
"Veracruz","2013","Mujeres","Ene",6
"Yucatan","2013","Mujeres","Ene",2
"Zacatecas","2013","Mujeres","Ene",63
"Total","2013","Mujeres","Ene",9693
"Aguascalientes","2003","General","Feb",88
"BajaCalifornia","2003","General","Feb",4
"BajaCaliforniaSur","2003","General","Feb",3
"Campeche","2003","General","Feb",10
"Coahuila","2003","General","Feb",1
"Colima","2003","General","Feb",736
"Chiapas","2003","General","Feb",25
"Chihuahua","2003","General","Feb",9
"DistritoFederal","2003","General","Feb",18
"Durango","2003","General","Feb",122
"Guanajuato","2003","General","Feb",1580
"Guerrero","2003","General","Feb",1487
"Hidalgo","2003","General","Feb",17
"Jalisco","2003","General","Feb",2774
"Mexico","2003","General","Feb",254
"Michoacan","2003","General","Feb",1757
"Morelos","2003","General","Feb",1702
"Nayarit","2003","General","Feb",636
"NuevoLeon","2003","General","Feb",7
"Oaxaca","2003","General","Feb",286
"Puebla","2003","General","Feb",985
"Queretaro","2003","General","Feb",222
"QuintanaRoo","2003","General","Feb",1
"SanLuisPotosi","2003","General","Feb",8
"Sinaloa","2003","General","Feb",308
"Sonora","2003","General","Feb",353
"Tabasco","2003","General","Feb",4
"Tamaulipas","2003","General","Feb",7
"Tlaxcala","2003","General","Feb",0
"Veracruz","2003","General","Feb",12
"Yucatan","2003","General","Feb",8
"Zacatecas","2003","General","Feb",99
"Total","2003","General","Feb",13523
"Aguascalientes","2004","General","Feb",108
"BajaCalifornia","2004","General","Feb",1
"BajaCaliforniaSur","2004","General","Feb",2
"Campeche","2004","General","Feb",2
"Coahuila","2004","General","Feb",4
"Colima","2004","General","Feb",559
"Chiapas","2004","General","Feb",22
"Chihuahua","2004","General","Feb",6
"DistritoFederal","2004","General","Feb",10
"Durango","2004","General","Feb",162
"Guanajuato","2004","General","Feb",1025
"Guerrero","2004","General","Feb",1722
"Hidalgo","2004","General","Feb",7
"Jalisco","2004","General","Feb",2441
"Mexico","2004","General","Feb",248
"Michoacan","2004","General","Feb",1203
"Morelos","2004","General","Feb",1196
"Nayarit","2004","General","Feb",644
"NuevoLeon","2004","General","Feb",1
"Oaxaca","2004","General","Feb",209
"Puebla","2004","General","Feb",722
"Queretaro","2004","General","Feb",122
"QuintanaRoo","2004","General","Feb",9
"SanLuisPotosi","2004","General","Feb",8
"Sinaloa","2004","General","Feb",278
"Sonora","2004","General","Feb",86
"Tabasco","2004","General","Feb",0
"Tamaulipas","2004","General","Feb",8
"Tlaxcala","2004","General","Feb",1
"Veracruz","2004","General","Feb",15
"Yucatan","2004","General","Feb",4
"Zacatecas","2004","General","Feb",72
"Total","2004","General","Feb",10897
"Aguascalientes","2005","General","Feb",92
"BajaCalifornia","2005","General","Feb",3
"BajaCaliforniaSur","2005","General","Feb",9
"Campeche","2005","General","Feb",6
"Coahuila","2005","General","Feb",4
"Colima","2005","General","Feb",692
"Chiapas","2005","General","Feb",20
"Chihuahua","2005","General","Feb",8
"DistritoFederal","2005","General","Feb",19
"Durango","2005","General","Feb",174
"Guanajuato","2005","General","Feb",1506
"Guerrero","2005","General","Feb",1900
"Hidalgo","2005","General","Feb",9
"Jalisco","2005","General","Feb",2685
"Mexico","2005","General","Feb",270
"Michoacan","2005","General","Feb",1343
"Morelos","2005","General","Feb",1659
"Nayarit","2005","General","Feb",711
"NuevoLeon","2005","General","Feb",2
"Oaxaca","2005","General","Feb",285
"Puebla","2005","General","Feb",1001
"Queretaro","2005","General","Feb",180
"QuintanaRoo","2005","General","Feb",8
"SanLuisPotosi","2005","General","Feb",10
"Sinaloa","2005","General","Feb",294
"Sonora","2005","General","Feb",78
"Tabasco","2005","General","Feb",3
"Tamaulipas","2005","General","Feb",5
"Tlaxcala","2005","General","Feb",2
"Veracruz","2005","General","Feb",12
"Yucatan","2005","General","Feb",1
"Zacatecas","2005","General","Feb",121
"Total","2005","General","Feb",13112
